,SIGLAS,DEPENDENCIA,CLAVEUC,NOMBRE_DE_LA_UC,RESPONSABLE,NUMERO_EXPEDIENTE,TITULO_EXPEDIENTE,PLANTILLA_EXPEDIENTE,NUMERO_PROCEDIMIENTO,EXP_F_FALLO,PROC_F_PUBLICACION,FECHA_APERTURA_PROPOSICIONES,CARACTER,TIPO_CONTRATACION,TIPO_PROCEDIMIENTO,FORMA_PROCEDIMIENTO,CODIGO_CONTRATO,TITULO_CONTRATO,FECHA_INICIO,FECHA_FIN,IMPORTE_CONTRATO,MONEDA,ESTATUS_CONTRATO,ARCHIVADO,RAMO,CLAVE_PROGRAMA,APORTACION_FEDERAL,FECHA_CELEBRACION,CONTRATO_MARCO,COMPRA_CONSOLIDADA,PLURIANUAL,CLAVE_CARTERA_SHCP,ESTRATIFICACION_MUC,PROVEEDOR_CONTRATISTA,ESTRATIFICACION_MPC,ESTATUS_EMPRESA,CUENTA_ADMINISTRADA_POR,ANUNCIO
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,804812,CONTRATACIÓN DE SERVICIOS PARA REFORZAR LA SEGURIDAD Y PROTECCIÓN,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N41-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,727777,CONTRATACIÓN DE SERVICIOS PARA REFORZAR LA SEGURIDAD Y PROTECCIÓN,2015-04-15,2016-04-15,774155,MXN,Activo,No,,,,2015-04-15 00:00:00 GMT,0,0,0,,Mediana,ERNESTO BAÑARES ROSETE,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=546697
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,803256,RENTA DE CASETA Y TORRE PARA EL REPETIDOR ,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N40-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,725353,RENTA DE CASETA Y TORRE PARA EL REPETIDOR,2015-04-13,2015-12-31,13050,MXN,Activo,No,,,,2015-04-14 00:00:00 GMT,0,0,0,,Mediana,ESPERANZA AVILA SALINAS,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=545416
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,800175,SERVICIO A BARREDORA SENTINEL No7557. ,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N37-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,721802,SERVICIO A BARREDORA SENTINEL No7557.,2015-04-06,2015-04-06,40800,MXN,Expirado,No,,,,2015-04-06 00:00:00 GMT,0,0,0,,Mediana,ROSA MARIA SOLIS ESTRADA,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=543159
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,792634,SERVICIO DE MANTENIMIENTO CORRECTIVO A UNIDAD CONTRA INCENDIOS ,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N32-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,715661,SERVICIO DE MANTENIMIENTO CORRECTIVO A UNIDAD CONTRA INCENDIOS,2015-04-02,2015-04-10,107900,MXN,Expirado,No,,,,2015-04-02 00:00:00 GMT,0,0,0,,Mediana,RUIZ LOPEZ FERNANDO RAFAEL,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=537630
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,340739,Servicio de Seguridad privada,01. Licitación Pública Nacional LAASSP,LA-009J3B001-N7-2013,2013-03-01 00:00:00 GMT,2013-02-07 10:13,2013-02-25 10:00,Nacional,Servicios,Licitación Pública,Mixta,725727,Servicio de Seguridad privada,2015-04-02,2015-05-15,2799485.86,MXN,Activo,No,,,,2015-04-02 00:00:00 GMT,0,0,0,,Mediana,"SERVISEG, S.A. de C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=219836
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,803236,"RECOLECCIÓN, TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS",12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N39-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,725341,"RECOLECCIÓN, TRANSPORTE Y DISPOSICIÓN FINAL DE RESIDUOS",2015-04-01,2015-12-31,200000,MXN,Activo,No,,,,2015-04-01 00:00:00 GMT,0,0,0,,Mediana,AHUMADA VENTURA JORGE,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=545403
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,744104,SERVICIO DE COMEDOR PARA EL PERSONAL DE API MANZANILLO,04. Invitación a cuando menos tres Nacional LAASSP,IA-009J3B001-N1-2015,2015-03-16 00:00:00 GMT,2015-02-26 18:02,2015-03-13 11:00,Nacional,Servicios,Invitación a Cuando Menos 3 Personas,Mixta,717780,SERVICIO DE COMEDOR PARA EL PERSONAL DE API MANZANILLO,2015-03-23,2015-12-31,600000,MXN,Activo,No,,,,2015-03-23 00:00:00 GMT,0,0,0,,Mediana,MA DEL CARMEN LARIOS MURGUIA,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=521436
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,792297,CHAROLA DE 0.90  X 0.60 MTS. FONDO,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N31-2015,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,,715360,CHAROLA DE 0.90 X 0.60 MTS. FONDO,2015-03-20,2015-03-27,80374.47,MXN,Expirado,No,,,,2015-03-20 00:00:00 GMT,0,0,0,,Mediana,SITELDI SUMINISTROS,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=537394
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,789615,SERVICIO DE MANTENIMIENTO A PALAPA,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N25-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,713012,SERVICIO DE MANTENIMIENTO A PALAPA UBICADA EN EDIFICIO ESCOLLERA,2015-03-17,2015-03-19,80000,MXN,Expirado,No,,,,,0,0,0,,Micro,JUAN SOTO ROSALES ,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=535319
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,779352,CRUISE SHIPPING MIAMI 2015,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N21-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,704725,CRUISE SHIPPING MIAMI 2015,2015-03-04,2015-03-19,9000,USD,Expirado,No,,,,,0,0,0,,Micro,AMERICAN EXPRESS COMPANY MEXICO SA DE CV,Mediana,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=527609
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,791233,REGULARIZACION DE LOS TERRENOS QUE OCUPAN LA TERMINAL DE CONTENEDORES ,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N30-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,714475,REGULARIZACION DE LOS TERRENOS QUE OCUPAN LA TERMINAL DE CONTENEDORES,2015-03-03,2015-12-30,216000,MXN,Activo,No,,,,2015-03-03 00:00:00 GMT,0,0,0,,Mediana,FAJARDO FLORES KANDICE VANICE,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=536497
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,786907,SERVICIO DE COMEDOR PARA EL PERSONAL DE APIMA DEL 02 AL 13 DE MARZO,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N24-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,710649,SERVICIO DE COMEDOR PARA EL PERSONAL DE APIMA DEL 02 AL 13 DE MARZO,2015-03-02,2015-03-13,48728.45,MXN,Expirado,No,,,,2015-03-02 00:00:00 GMT,0,0,0,,Mediana,MA DEL CARMEN LARIOS MURGUIA,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=533237
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,791203,"SERVICIOS URBANOS DE FUMIGACIÓN, DESINFECCIÓN, Y CONTROL DE PLAGAS PARA APIMAN",12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N28-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,714457,"SERVICIOS URBANOS DE FUMIGACIÓN, DESINFECCIÓN, Y CONTROL DE PLAGAS PARA APIMAN",2015-02-27,2015-12-31,120000,MXN,Activo,No,,,,2015-02-27 00:00:00 GMT,0,0,1,,Mediana,CARLOS URTIZ ALCARAZ,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=536463
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,775788,"FULL COLOR, COLOR RIBBON ",12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N15-2015,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,,701943,"FULL COLOR, COLOR RIBBON, YMCKT, 500 IMAGES, COMPATIBLE WHIT SP75 PLUS PRINTERS",2015-02-24,2015-03-23,101769.9,MXN,Expirado,No,,,,,0,0,0,,Micro,IMPORTADORA Y EXPORTADORA BREDE S. A. DE C. V.,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=525028
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,774612,DURA GARD LAMINATE ,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N14-2015,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,,701800,"DURA GARD LAMINATE, 0.5 MIL, CLEAR, FULL CARD",2015-02-24,2015-03-23,42445.2,MXN,Expirado,No,,,,,0,0,0,,Micro,IMPORTADORA Y EXPORTADORA BREDE S. A. DE C. V.,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=524974
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,780775,CONSUMO (REUNION CON AUTORIDADES DE LA COMUNIDAD PORTUARIA),12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N23-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,705765,CONSUMO (REUNION CON AUTORIDADES DE LA COMUNIDAD PORTUARIA),2015-02-19,2015-02-25,30330,MXN,Expirado,No,,,,,0,0,0,,Micro,MA DEL CARMEN LARIOS MURGUIA,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=528603
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,794509,NO BREAK APC BE550GLM,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N33-2015,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,,717181,NO BREAK APC BE550GLM,2015-02-17,2015-02-18,78000,MXN,Expirado,No,,,,2015-02-17 00:00:00 GMT,0,0,0,,Mediana,OFITEC TECNOLOGIA S.A. DE C.V.,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=538877
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,777305,CONSUMO 653 COMIDAS SERVIDAS A PERSONAL OFICINAS API MANZANILLO ,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N17-2015,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,,703181,CONSUMO 653 COMIDAS SERVIDAS A PERSONAL OFICINAS API MANZANILLO DEL 16 AL 27 DE FEBRERO 2015,2015-02-16,2015-02-27,47849.14,MXN,Expirado,No,,,,,0,0,0,,Micro,MA DEL CARMEN LARIOS MURGUIA,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=526046
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,791213,ASESORIA EN MATERIA MARITIMO PORTUARIA A LA APIMAN,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N29-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,714465,ASESORIA EN MATERIA MARITIMO PORTUARIA A LA APIMAN,2015-02-16,2015-12-31,315000,MXN,Activo,No,,,,2015-02-16 00:00:00 GMT,0,0,0,,Mediana,JOSE PEREZ ORDAZ,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=536474
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,766160,TALLER DNC POR COMPETENCIAS,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N11-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,693555,TALLER DNC POR COMPETENCIAS ,2015-02-16,2015-03-04,27100,MXN,Expirado,No,,,,2015-02-16 00:00:00 GMT,0,0,0,,Micro,METACONSULTEC S. C.,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=517877
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,769332,CONSUMO 668 COMIDAS SERVIDAS AL PERSONAL DE OFICINAS API MANZANILLO,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N12-2015,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,,696135,CONSUMO 668 COMIDAS SERVIDAS AL PERSONAL DE OFICINAS API MANZANILLO,2015-02-03,2015-02-13,48948.28,MXN,Expirado,No,,,,,0,0,0,,Micro,MA DEL CARMEN LARIOS MURGUIA,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=520243
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,777394,CREATIVE CLOUD FOR TEAMS SVCS MULTIPLE,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N18-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,703267,CREATIVE CLOUD FOR TEAMS SVCS MULTIPLE PLATFORMS M. NORTHAMER Y AUTODESK DESIGN SUITE STD. COMM. SUBSC. (1 YEAR) (RENEWAL).,2015-01-30,2015-02-17,48540,MXN,Expirado,No,,,,,0,0,0,,Micro,CADGRAFICS DE OCCIDENTE SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=526115
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,779307,MATERIAL ELECTRICO PARA ATENDER LOS EDIFICIOS API,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N20-2015,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,,704689,MATERIAL ELECTRICO PARA ATENDER LOS EDIFICIOS API ,2015-01-28,2015-03-09,19048.51,MXN,Expirado,No,,,,,0,0,0,,Micro,EUROELECTRICA,No MIPYME,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=527578
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,757527,LECTOR DE CODIGO DE BARRAS PORTATIL QUICKSCAN QD2430 DATALOGIC,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N5-2015,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,,685855,LECTOR DE CODIGO DE BARRAS PORTATIL QUICKSCAN QD2430 DATALOGIC ,2015-01-26,2015-01-30,17000,MXN,Expirado,No,,,,2015-01-26 00:00:00 GMT,0,0,0,,Pequeña,SISTEMAS Y TELECOMUNICACIONES DIGITALES,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=511495
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,762313,SERVICIO DE COMEDOR PARA EL PERSONAL DE LA APIMAN,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N9-2015,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,,690335,SERVICIO DE COMEDOR PARA EL PERSONAL DE LA APIMAN ,2015-01-19,2015-01-30,51512.93,MXN,Expirado,No,,,,2015-01-19 00:00:00 GMT,0,0,0,,Micro,MA DEL CARMEN LARIOS MURGUIA,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=514953
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,801953,SERVICIO MANTENIMIENTO A REPETIDOR UBICADO EN CERRO ROCIO,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N38-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,723482,SERVICIO MANTENIMIENTO A REPETIDOR UBICADO EN CERRO ROCIO,2015-01-15,2015-12-31,29295.6,MXN,Activo,No,,,,2015-01-15 00:00:00 GMT,0,0,0,,Mediana,JIMENEZ GONZALEZ MARIA DEL CARMEN,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=544500
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,760900,INSUMOS DE LIMPIEZA,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N7-2015,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,,689175,INSUMOS DE LIMPIEZA,2015-01-15,2015-01-23,19424,MXN,Expirado,No,,,,2015-01-15 00:00:00 GMT,0,0,0,,Micro,ARMANDO ARAMBULA CHAVEZ,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=513839
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,790589,SERVICIO PROPORCIONADO PARA REUNIÓN CON SENADOR,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N278-2014,,,,Nacional,Servicios,Adjudicación Directa Federal,,713870,SERVICIO PROPORCIONADO PARA REUNIÓN CON SENADOR,2015-01-13,2015-01-14,28841.69,MXN,Expirado,No,,,,2015-01-14 00:00:00 GMT,0,0,0,,Mediana,HOTEL LAS HADAS RESORTS SA DE CV,Mediana,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=536035
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,754683,Adquisicion de guias de mensajeria con acuse de recibo,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N2-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,683301,Adquisicion de guias de mensajeria con acuse de recibo ,2015-01-09,2015-01-30,23457.47,MXN,Expirado,No,,,,2015-01-09 00:00:00 GMT,0,0,0,,Pequeña,ESTAFETA MEXICANA SA DE CV,No MIPYME,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=509648
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,754721,Evaluacion economica del servicio de remolque en el puerto de Manzanillo,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N3-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,683317,Evaluacion economica del servicio de remolque en el puerto de Manzanillo ,2015-01-05,2015-01-16,35000,MXN,Expirado,No,,,,2015-01-05 00:00:00 GMT,0,0,0,,Micro,JOSE PEREZ ORDAZ,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=509662
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,757501,Consumo de servicio de comedor,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N4-2015,,,,Nacional,Adquisiciones,Adjudicación Directa Federal,,685832,Consumo de servicio de comedor ,2015-01-05,2015-01-16,54806.03,MXN,Expirado,No,,,,2015-01-05 00:00:00 GMT,0,0,0,,Micro,MA DEL CARMEN LARIOS MURGUIA,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=511481
APF,API-Manzanillo,"Administración Portuaria Integral de Manzanillo, S.A. de C.V.",009J3B001,API-Manzanillo-Api Manzanillo,Rogelio Valencia Sánchez,760835,ASESORIA SOBRE SEGURIDAD E HIGIENE ESPECIALIZADA EN EL AMBITO PORTUARIO,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-009J3B001-N6-2015,,,,Nacional,Servicios,Adjudicación Directa Federal,,689136,ASESORIA SOBRE SEGURIDAD E HIGIENE ESPECIALIZADA EN EL AMBITO PORTUARIO ,2015-01-02,2015-12-15,732877.04,MXN,Activo,No,,,,2015-01-02 00:00:00 GMT,0,0,0,,No MIPYME,Instituto para la Competitividad del Estado de Colima,,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=513813
APF,API-Mazatlán,"Administración Portuaria Integral de Mazatlán, S.A. de C.V.",009J2T002,API-Mazatlán-Subgerencia de Ingenieria y Ecologia,Armando Salazar Reynoso,799397,VERIFICACIÓN DE CAMBIOS DE VÍAS EN EL RECINTO FISCALIZADO,24. Adjudicación Directa Nacional Simplificada LOPSRM,SO-009J2T002-N2-2015,,,,Nacional,Servicios Relacionados con la OP,Adjudicación Directa Federal,,721797,VERIFICACIÓN DE CAMBIOS DE VÍAS EN EL RECINTO FISCALIZADO,2015-04-16,2015-04-23,16000,MXN,Expirado,No,,,,,0,0,0,,No MIPYME,SABINO NORIS VAZQUEZ,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=542837
APF,API-Mazatlán,"Administración Portuaria Integral de Mazatlán, S.A. de C.V.",009J2T001,API-Mazatlán-Gerencia de Administracion y Finanzas,Carlos Cabanillas Tirado,770874,"Papelería, artículos de oficina, accesorios y consumibles para equipo de cómputo",01. Licitación Pública Nacional LAASSP,LA-009J2T001-N2-2015,2015-03-24 00:00:00 GMT,2015-02-27 20:04,2015-03-17 12:00,Nacional,Adquisiciones,Licitación Pública,Electrónica,713874,ADQUISICION DE PAPELERIA Y ARTICULOS DE OFICINA,2015-03-30,2015-12-31,209931,MXN,Activo,No,,,,2015-03-30 00:00:00 GMT,0,0,0,,Mediana,TECNOLOGIA ADMINISTRATIVA MEXICANA SA DE CV,Mediana,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=522213
APF,API-Mazatlán,"Administración Portuaria Integral de Mazatlán, S.A. de C.V.",009J2T001,API-Mazatlán-Gerencia de Administracion y Finanzas,Carlos Cabanillas Tirado,770874,"Papelería, artículos de oficina, accesorios y consumibles para equipo de cómputo",01. Licitación Pública Nacional LAASSP,LA-009J2T001-N2-2015,2015-03-24 00:00:00 GMT,2015-02-27 20:04,2015-03-17 12:00,Nacional,Adquisiciones,Licitación Pública,Electrónica,713895,ADQUISICION DE CONSUMIBLES PARA EQUIPO DE COMPUTO,2015-03-30,2015-12-31,286303.3,MXN,Activo,No,,,,2015-04-01 00:00:00 GMT,0,0,0,,Mediana,MICROPESE SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=522213
APF,API-Mazatlán,"Administración Portuaria Integral de Mazatlán, S.A. de C.V.",009J2T002,API-Mazatlán-Subgerencia de Ingenieria y Ecologia,Armando Salazar Reynoso,781106,REPARACIÓN DE PAVIMENTO EN EL ACCESO VEHICULAR PRINCIPAL DEL RECINTO FISCALIZADO,24. Adjudicación Directa Nacional Simplificada LOPSRM,SO-009J2T002-N1-2015,,,,Nacional,Obra Pública,Adjudicación Directa Federal,,712293,REPARACIÓN DE PAVIMENTO EN EL ACCESO VEHICULAR PRINCIPAL DEL RECINTO FISCALIZADO,2015-03-25,2015-04-07,129943.9,MXN,Expirado,No,,,,,0,0,0,,No MIPYME,QUALITY EDIFICACIONES SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=528833
